# Weather station Belgrade, Serbia, WMO_ID=13274,selection from 03.04.2020 till 31.08.2020, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=13274&lang=en
#
"Local time in Belgrade";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.05.2020 23:00";"10.6";"751.6";"763.6";"";"61";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"3.3";"";"";"";"";"";"";
"06.05.2020 22:00";"11.1";"751.3";"763.3";"0.6";"58";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"3.0";"";"";"";"";"";"";
"06.05.2020 21:00";"11.9";"751.3";"763.2";"";"58";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"3.8";"";"";"";"";"";"";
"06.05.2020 20:00";"12.5";"751.0";"763.0";"";"50";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"2.3";"";"";"";"";"";"";
"06.05.2020 19:00";"12.9";"750.7";"762.5";"0.3";"45";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"15.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"1.2";"No precipitation";"12";"";"";"";"";
"06.05.2020 18:00";"13.4";"750.5";"762.4";"";"41";"Wind blowing from the west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"0.4";"";"";"";"";"";"";
"06.05.2020 17:00";"14.6";"750.4";"762.2";"";"40";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"1.2";"";"";"";"";"";"";
"06.05.2020 16:00";"15.1";"750.4";"762.1";"-0.4";"38";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"0.9";"";"";"";"";"";"";
"06.05.2020 15:00";"15.7";"750.4";"762.1";"";"38";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"1.5";"";"";"";"";"";"";
"06.05.2020 14:00";"14.1";"750.7";"762.5";"";"42";"Wind blowing from the north-northwest";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"30.0";"1.2";"";"";"";"";"";"";
"06.05.2020 13:00";"14.2";"750.8";"762.7";"-0.5";"42";"Wind blowing from the north-northwest";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"30.0";"1.5";"No precipitation";"6";"";"";"";"";
"06.05.2020 12:00";"14.0";"750.9";"762.7";"";"49";"Wind blowing from the west-northwest";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"30.0";"3.5";"";"";"";"";"";"";
"06.05.2020 11:00";"13.9";"751.2";"763.0";"";"46";"Wind blowing from the north-west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"25.0";"2.5";"";"";"";"";"";"";
"06.05.2020 10:00";"12.5";"751.3";"763.2";"0.5";"56";"Wind blowing from the north-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"4.0";"";"";"";"";"";"";
"06.05.2020 09:00";"11.8";"751.3";"763.2";"";"68";"Wind blowing from the west-northwest";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"6.0";"";"";"";"";"";"";
"06.05.2020 08:00";"10.6";"751.1";"763.0";"";"71";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"5.6";"";"";"";"";"";"";
"06.05.2020 07:00";"10.4";"750.8";"763.0";"1.8";"78";"Wind blowing from the north-northwest";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.0";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"6.6";"10.0";"12";"Surface of ground moist.";"9.0";"";"";
"06.05.2020 06:00";"10.0";"750.5";"762.1";"";"92";"Wind blowing from the north-west";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"8.8";"";"";"";"";"";"";
"06.05.2020 05:00";"10.4";"749.7";"761.5";"";"95";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"9.7";"";"";"";"";"";"";
"06.05.2020 04:00";"10.6";"749.0";"760.6";"0.4";"93";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"9.5";"";"";"";"";"";"";
"06.05.2020 03:00";"11.0";"748.8";"760.4";"";"90";"Wind blowing from the west";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"9.4";"";"";"";"";"";"";
"06.05.2020 02:00";"11.0";"748.6";"760.2";"";"90";"Wind blowing from the west";"1";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"9.4";"";"";"";"";"";"";
"06.05.2020 01:00";"10.8";"748.6";"760.5";"0.2";"91";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"9.4";"10.0";"6";"";"";"";"";
"06.05.2020 00:00";"11.2";"748.8";"760.6";"";"92";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"10.0";"10.0";"";"";"";"";"";"";
"05.05.2020 23:00";"11.9";"748.6";"760.5";"";"92";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"15.0";"10.6";"";"";"";"";"";"";
"05.05.2020 22:00";"13.6";"748.4";"760.1";"1.1";"93";"Wind blowing from the north-northwest";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"15.0";"12.5";"";"";"";"";"";"";
"05.05.2020 21:00";"14.0";"748.1";"759.7";"";"92";"Wind blowing from the north-northeast";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"15.0";"12.7";"";"";"";"";"";"";
"05.05.2020 20:00";"14.5";"748.2";"759.8";"";"94";"Wind blowing from the west-southwest";"1";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Rain.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"15.0";"13.6";"";"";"";"";"";"";
"05.05.2020 19:00";"15.3";"747.3";"758.9";"0.5";"89";"Wind blowing from the north-west";"1";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"24.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"20.0";"13.5";"2.0";"12";"";"";"";"";
"05.05.2020 18:00";"16.0";"747.1";"758.7";"";"87";"Wind blowing from the south-west";"2";"";"";"100%.";"Shower(s) of rain. ";"Thunderstorm(s) with or without precipitation.";"Shower(s).";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"25.0";"13.8";"";"";"";"";"";"";
"05.05.2020 17:00";"21.1";"746.6";"757.7";"";"39";"Wind blowing from the north-west";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"1000-1500";"";"";"30.0";"6.4";"";"";"";"";"";"";
"05.05.2020 16:00";"22.2";"746.8";"757.9";"-1.0";"33";"Wind blowing from the west-northwest";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"1000-1500";"";"";"30.0";"5.1";"";"";"";"";"";"";
"05.05.2020 15:00";"22.7";"747.1";"758.3";"";"36";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"40.0";"6.8";"";"";"";"";"";"";
"05.05.2020 14:00";"23.4";"747.5";"758.9";"";"30";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"4.7";"";"";"";"";"";"";
"05.05.2020 13:00";"23.2";"747.8";"759.2";"-1.5";"29";"Wind blowing from the west-northwest";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"4.0";"No precipitation";"6";"";"";"";"";
"05.05.2020 12:00";"22.3";"748.6";"760.6";"";"30";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"40.0";"3.8";"";"";"";"";"";"";
"05.05.2020 11:00";"21.8";"748.8";"760.7";"";"29";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"40.0";"2.8";"";"";"";"";"";"";
"05.05.2020 10:00";"20.0";"749.3";"761.1";"-0.8";"32";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"40.0";"2.8";"";"";"";"";"";"";
"05.05.2020 09:00";"18.4";"749.5";"761.2";"";"41";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"40.0";"4.7";"";"";"";"";"";"";
"05.05.2020 08:00";"16.8";"749.5";"761.2";"";"48";"Wind blowing from the south-southeast";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"40.0";"5.8";"";"";"";"";"";"";
"05.05.2020 07:00";"14.5";"750.1";"761.9";"0.0";"48";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"9.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"3.5";"No precipitation";"12";"Surface of ground moist.";"4.0";"";"";
"05.05.2020 06:00";"11.4";"749.7";"761.6";"";"62";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"40.0";"4.2";"";"";"";"";"";"";
"05.05.2020 05:00";"9.5";"750.0";"762.0";"";"70";"Wind blowing from the south-southeast";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"40.0";"4.2";"";"";"";"";"";"";
"05.05.2020 04:00";"9.4";"750.1";"762.1";"-0.5";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.5";"";"";"";"";"";"";
"05.05.2020 03:00";"9.6";"750.1";"762.1";"";"69";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.2";"";"";"";"";"";"";
"05.05.2020 02:00";"9.4";"750.4";"762.4";"";"73";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.7";"";"";"";"";"";"";
"05.05.2020 01:00";"9.4";"750.6";"762.7";"-0.4";"72";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.5";"No precipitation";"6";"";"";"";"";
"05.05.2020 00:00";"10.1";"750.7";"762.7";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"4.9";"";"";"";"";"";"";
"04.05.2020 23:00";"10.4";"750.8";"762.8";"";"70";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"5.1";"";"";"";"";"";"";
"04.05.2020 22:00";"11.2";"751.0";"763.0";"0.3";"69";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"5.6";"";"";"";"";"";"";
"04.05.2020 21:00";"12.2";"751.3";"763.2";"";"62";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"5.1";"";"";"";"";"";"";
"04.05.2020 20:00";"13.4";"751.0";"762.8";"";"53";"Wind blowing from the west-southwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"3.8";"";"";"";"";"";"";
"04.05.2020 19:00";"15.6";"750.7";"762.5";"-0.5";"46";"Wind blowing from the west-northwest";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"19.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"3.8";"No precipitation";"12";"";"";"";"";
"04.05.2020 18:00";"17.0";"750.7";"762.4";"";"39";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"40.0";"3.0";"";"";"";"";"";"";
